397,1287,"ITO","CDG","10:00","Monday","18:00","Monday",199.99,2
398,1290,"ITO","CDG","12:00","Monday","20:00","Monday",79.95,2
399,1293,"ITO","CDG","14:00","Monday","0:00","Tuesday",79.95,2
400,1296,"ITO","LHR","4:00","Monday","8:00","Monday",159.99,1
401,1299,"ITO","LHR","6:00","Monday","11:00","Monday",79.95,1
402,1302,"ITO","LHR","8:00","Monday","14:00","Monday",209.89,1
403,1305,"ITO","ARN","4:00","Monday","8:00","Monday",233.99,2
404,1308,"ITO","ARN","6:00","Monday","11:00","Monday",599.95,2
405,1311,"ITO","ARN","8:00","Monday","14:00","Monday",59,2
406,1314,"ITO","ARN","9:00","Monday","16:00","Monday",233.99,2
407,1317,"ITO","ARN","10:00","Monday","18:00","Monday",599.95,2
408,1320,"ITO","GCM","4:00","Monday","8:00","Monday",299.99,2
409,1323,"ITO","GCM","6:00","Monday","11:00","Monday",233.99,2
410,1326,"ITO","GCM","8:00","Monday","14:00","Monday",125,2
411,1329,"ITO","GCM","9:00","Monday","16:00","Monday",599.95,2
412,1332,"ITO","YYZ","4:00","Monday","8:00","Monday",59,1
413,1335,"ITO","YYZ","6:00","Monday","11:00","Monday",99.95,1
414,1338,"ITO","YYZ","8:00","Monday","14:00","Monday",79.95,1
415,1341,"ITO","YYZ","9:00","Monday","16:00","Monday",79.95,1
416,1344,"ITO","YYZ","10:00","Monday","18:00","Monday",125,1
417,1347,"ITO","YYZ","12:00","Monday","20:00","Monday",125,1
418,1350,"ITO","YYZ","14:00","Monday","0:00","Tuesday",99.95,1
419,1353,"ITO","HNL","4:00","Monday","8:00","Monday",233.99,2
420,1356,"ITO","HNL","6:00","Monday","11:00","Monday",99.95,2
421,1359,"ITO","HNL","8:00","Monday","14:00","Monday",199.99,2
422,1362,"ITO","HNL","9:00","Monday","16:00","Monday",59,2
423,1365,"ITO","HNL","10:00","Monday","18:00","Monday",79.95,2
424,1368,"ITO","HNL","12:00","Monday","20:00","Monday",159.99,2
425,1371,"ITO","HNL","14:00","Monday","0:00","Tuesday",599.95,2
426,1374,"ITO","CUR","4:00","Monday","8:00","Monday",125,3
427,1377,"ITO","CUR","6:00","Monday","11:00","Monday",209.89,3
428,1380,"ITO","CUR","8:00","Monday","14:00","Monday",233.99,3
429,1383,"ITO","CUR","9:00","Monday","16:00","Monday",125,3
430,1386,"ITO","CUR","10:00","Monday","18:00","Monday",159.99,3
431,1389,"ITO","CUR","12:00","Monday","20:00","Monday",159.99,3
432,1392,"ITO","CUR","14:00","Monday","0:00","Tuesday",159.99,3
433,1395,"ITO","CUR","15:00","Monday","3:00","Tuesday",99.95,3
434,1398,"HNL","HNL","4:00","Monday","8:00","Monday",233.99,1
435,1401,"HNL","HNL","6:00","Monday","11:00","Monday",599.95,1
436,1404,"HNL","HNL","8:00","Monday","14:00","Monday",299.99,1
437,1407,"HNL","HNL","9:00","Monday","16:00","Monday",125,1
438,1410,"HNL","HKG","4:00","Monday","8:00","Monday",99.95,2
439,1413,"HNL","HKG","6:00","Monday","11:00","Monday",59,2
440,1416,"HNL","HKG","8:00","Monday","14:00","Monday",99.95,2
441,1419,"HNL","NRT","4:00","Monday","8:00","Monday",199.99,2
442,1422,"HNL","NRT","6:00","Monday","11:00","Monday",209.89,2
443,1425,"HNL","NRT","8:00","Monday","14:00","Monday",199.99,2
444,1428,"HNL","NRT","9:00","Monday","16:00","Monday",125,2
445,1431,"HNL","NRT","10:00","Monday","18:00","Monday",199.99,2
446,1434,"HNL","NRT","12:00","Monday","20:00","Monday",209.89,2
447,1437,"HNL","LHR","4:00","Monday","8:00","Monday",233.99,4
448,1440,"HNL","LHR","6:00","Monday","11:00","Monday",59,4
449,1443,"HNL","LHR","8:00","Monday","14:00","Monday",599.95,4
450,1446,"HNL","LHR","9:00","Monday","16:00","Monday",99.95,4
451,1449,"HNL","ARN","4:00","Monday","8:00","Monday",159.99,1
452,1452,"HNL","ARN","6:00","Monday","11:00","Monday",59,1
453,1455,"HNL","GCM","4:00","Monday","8:00","Monday",159.99,3
454,1458,"HNL","GCM","6:00","Monday","11:00","Monday",299.99,3
455,1461,"HNL","GCM","8:00","Monday","14:00","Monday",159.99,3
456,1464,"HNL","GCM","9:00","Monday","16:00","Monday",199.99,3
457,1467,"HNL","GCM","10:00","Monday","18:00","Monday",199.99,3
458,1470,"HNL","ITO","4:00","Monday","8:00","Monday",79.95,4
459,1473,"HNL","ITO","6:00","Monday","11:00","Monday",599.95,4
460,1476,"HNL","ITO","8:00","Monday","14:00","Monday",209.89,4
461,1479,"HNL","ITO","9:00","Monday","16:00","Monday",299.99,4
462,1482,"HNL","ITO","10:00","Monday","18:00","Monday",233.99,4
463,1485,"HNL","ITO","12:00","Monday","20:00","Monday",199.99,4
464,1488,"CUR","HNL","4:00","Monday","8:00","Monday",299.99,1
465,1491,"CUR","HNL","6:00","Monday","11:00","Monday",79.95,1
466,1494,"CUR","HNL","8:00","Monday","14:00","Monday",59,1
467,1497,"CUR","HNL","9:00","Monday","16:00","Monday",199.99,1
468,1500,"CUR","HNL","10:00","Monday","18:00","Monday",233.99,1
469,1503,"CUR","HKG","4:00","Monday","8:00","Monday",79.95,1
470,1506,"CUR","HKG","6:00","Monday","11:00","Monday",79.95,1
471,1509,"CUR","HKG","8:00","Monday","14:00","Monday",79.95,1
472,1512,"CUR","HKG","9:00","Monday","16:00","Monday",209.89,1
473,1515,"CUR","HKG","10:00","Monday","18:00","Monday",125,1
474,1518,"CUR","CDG","4:00","Monday","8:00","Monday",99.95,2
475,1521,"CUR","CDG","6:00","Monday","11:00","Monday",233.99,2
476,1524,"CUR","CDG","8:00","Monday","14:00","Monday",599.95,2
477,1527,"CUR","LHR","4:00","Monday","8:00","Monday",299.99,2
478,1530,"CUR","LHR","6:00","Monday","11:00","Monday",199.99,2
479,1533,"CUR","LHR","8:00","Monday","14:00","Monday",209.89,2
480,1536,"CUR","LHR","9:00","Monday","16:00","Monday",233.99,2
481,1539,"CUR","LHR","10:00","Monday","18:00","Monday",299.99,2
482,1542,"CUR","LHR","12:00","Monday","20:00","Monday",199.99,2
483,1545,"CUR","LHR","14:00","Monday","0:00","Tuesday",599.95,2
484,1548,"CUR","ARN","4:00","Monday","8:00","Monday",159.99,2
485,1551,"CUR","ARN","6:00","Monday","11:00","Monday",209.89,2
486,1554,"CUR","ARN","8:00","Monday","14:00","Monday",59,2
487,1557,"CUR","ARN","9:00","Monday","16:00","Monday",125,2
488,1560,"CUR","GCM","4:00","Monday","8:00","Monday",125,2
489,1563,"CUR","GCM","6:00","Monday","11:00","Monday",99.95,2
490,1566,"CUR","ITO","4:00","Monday","8:00","Monday",299.99,1
491,1569,"CUR","ITO","6:00","Monday","11:00","Monday",299.99,1
492,1572,"CUR","HNL","4:00","Monday","8:00","Monday",199.99,2
493,1575,"CUR","HNL","6:00","Monday","11:00","Monday",209.89,2
494,1578,"CUR","HNL","8:00","Monday","14:00","Monday",59,2
495,1581,"CUR","HNL","9:00","Monday","16:00","Monday",79.95,2
496,1584,"CUR","HNL","10:00","Monday","18:00","Monday",125,2
497,1587,"CUR","HNL","12:00","Monday","20:00","Monday",79.95,2
498,102,"HNL","HKG","4:00","Tuesday","8:00","Tuesday",209.89,4
499,105,"HNL","HKG","6:00","Tuesday","11:00","Tuesday",199.99,4
500,108,"HNL","HKG","8:00","Tuesday","14:00","Tuesday",99.95,4
501,111,"HNL","HKG","9:00","Tuesday","16:00","Tuesday",59,4
502,114,"HNL","HKG","10:00","Tuesday","18:00","Tuesday",99.95,4
503,117,"HNL","NRT","4:00","Tuesday","8:00","Tuesday",233.99,1
504,120,"HNL","NRT","6:00","Tuesday","11:00","Tuesday",59,1
505,123,"HNL","NRT","8:00","Tuesday","14:00","Tuesday",79.95,1
506,126,"HNL","NRT","9:00","Tuesday","16:00","Tuesday",599.95,1
507,129,"HNL","NRT","10:00","Tuesday","18:00","Tuesday",209.89,1
508,132,"HNL","CDG","4:00","Tuesday","8:00","Tuesday",199.99,2
509,135,"HNL","CDG","6:00","Tuesday","11:00","Tuesday",299.99,2
510,138,"HNL","CDG","8:00","Tuesday","14:00","Tuesday",209.89,2
511,141,"HNL","LHR","4:00","Tuesday","8:00","Tuesday",159.99,2
512,144,"HNL","LHR","6:00","Tuesday","11:00","Tuesday",125,2
513,147,"HNL","LHR","8:00","Tuesday","14:00","Tuesday",79.95,2
514,150,"HNL","ARN","4:00","Tuesday","8:00","Tuesday",59,2
515,153,"HNL","ARN","6:00","Tuesday","11:00","Tuesday",79.95,2
516,156,"HNL","ARN","8:00","Tuesday","14:00","Tuesday",99.95,2
517,159,"HNL","ARN","9:00","Tuesday","16:00","Tuesday",79.95,2
518,162,"HNL","ARN","10:00","Tuesday","18:00","Tuesday",599.95,2
519,165,"HNL","ARN","12:00","Tuesday","20:00","Tuesday",233.99,2
520,168,"HNL","ARN","14:00","Tuesday","0:00","Wednesday",209.89,2
521,171,"HNL","ARN","15:00","Tuesday","3:00","Wednesday",159.99,2
522,174,"HNL","GCM","4:00","Tuesday","8:00","Tuesday",59,3
523,177,"HNL","GCM","6:00","Tuesday","11:00","Tuesday",599.95,3
524,180,"HNL","GCM","8:00","Tuesday","14:00","Tuesday",209.89,3
525,183,"HNL","GCM","9:00","Tuesday","16:00","Tuesday",299.99,3
526,186,"HNL","GCM","10:00","Tuesday","18:00","Tuesday",59,3
527,189,"HNL","GCM","12:00","Tuesday","20:00","Tuesday",59,3
528,192,"HNL","YYZ","4:00","Tuesday","8:00","Tuesday",99.95,3
529,195,"HNL","YYZ","6:00","Tuesday","11:00","Tuesday",299.99,3
530,198,"HNL","ITO","4:00","Tuesday","8:00","Tuesday",159.99,2
531,201,"HNL","ITO","6:00","Tuesday","11:00","Tuesday",159.99,2
532,204,"HNL","ITO","8:00","Tuesday","14:00","Tuesday",59,2
533,207,"HNL","ITO","9:00","Tuesday","16:00","Tuesday",233.99,2
534,210,"HNL","ITO","10:00","Tuesday","18:00","Tuesday",599.95,2
535,213,"HNL","ITO","12:00","Tuesday","20:00","Tuesday",159.99,2
536,216,"HNL","ITO","14:00","Tuesday","0:00","Wednesday",599.95,2
537,219,"HNL","HNL","4:00","Tuesday","8:00","Tuesday",599.95,1
538,222,"HNL","HNL","6:00","Tuesday","11:00","Tuesday",233.99,1
539,225,"HNL","HNL","8:00","Tuesday","14:00","Tuesday",59,1
540,228,"HNL","HNL","9:00","Tuesday","16:00","Tuesday",199.99,1
541,231,"HNL","CUR","4:00","Tuesday","8:00","Tuesday",99.95,2
542,234,"HKG","HNL","4:00","Tuesday","8:00","Tuesday",125,1
543,237,"HKG","HNL","6:00","Tuesday","11:00","Tuesday",209.89,1
544,240,"HKG","HNL","8:00","Tuesday","14:00","Tuesday",299.99,1
545,243,"HKG","HNL","9:00","Tuesday","16:00","Tuesday",99.95,1
546,246,"HKG","NRT","4:00","Tuesday","8:00","Tuesday",233.99,4
547,249,"HKG","NRT","6:00","Tuesday","11:00","Tuesday",299.99,4
548,252,"HKG","NRT","8:00","Tuesday","14:00","Tuesday",209.89,4
549,255,"HKG","CDG","4:00","Tuesday","8:00","Tuesday",59,2
550,258,"HKG","CDG","6:00","Tuesday","11:00","Tuesday",59,2
551,261,"HKG","CDG","8:00","Tuesday","14:00","Tuesday",59,2
552,264,"HKG","CDG","9:00","Tuesday","16:00","Tuesday",59,2
553,267,"HKG","CDG","10:00","Tuesday","18:00","Tuesday",299.99,2
554,270,"HKG","CDG","12:00","Tuesday","20:00","Tuesday",233.99,2
555,273,"HKG","CDG","14:00","Tuesday","0:00","Wednesday",125,2
556,276,"HKG","CDG","15:00","Tuesday","3:00","Wednesday",79.95,2
557,279,"HKG","CDG","17:00","Tuesday","7:00","Wednesday",159.99,2
558,282,"HKG","LHR","4:00","Tuesday","8:00","Tuesday",233.99,1
559,285,"HKG","LHR","6:00","Tuesday","11:00","Tuesday",599.95,1
560,288,"HKG","LHR","8:00","Tuesday","14:00","Tuesday",233.99,1
561,291,"HKG","LHR","9:00","Tuesday","16:00","Tuesday",59,1
562,294,"HKG","ARN","4:00","Tuesday","8:00","Tuesday",299.99,2
563,297,"HKG","ARN","6:00","Tuesday","11:00","Tuesday",199.99,2
564,300,"HKG","ARN","8:00","Tuesday","14:00","Tuesday",99.95,2
565,303,"HKG","ARN","9:00","Tuesday","16:00","Tuesday",299.99,2
566,306,"HKG","ARN","10:00","Tuesday","18:00","Tuesday",99.95,2
567,309,"HKG","ARN","12:00","Tuesday","20:00","Tuesday",199.99,2
568,312,"HKG","ARN","14:00","Tuesday","0:00","Wednesday",199.99,2
569,315,"HKG","ARN","15:00","Tuesday","3:00","Wednesday",99.95,2
570,318,"HKG","ARN","17:00","Tuesday","7:00","Wednesday",199.99,2
571,321,"HKG","GCM","4:00","Tuesday","8:00","Tuesday",599.95,4
572,324,"HKG","GCM","6:00","Tuesday","11:00","Tuesday",59,4
573,327,"HKG","GCM","8:00","Tuesday","14:00","Tuesday",159.99,4
574,330,"HKG","GCM","9:00","Tuesday","16:00","Tuesday",599.95,4
575,333,"HKG","GCM","10:00","Tuesday","18:00","Tuesday",233.99,4
576,336,"HKG","GCM","12:00","Tuesday","20:00","Tuesday",99.95,4
577,339,"HKG","GCM","14:00","Tuesday","0:00","Wednesday",125,4
578,342,"HKG","YYZ","4:00","Tuesday","8:00","Tuesday",199.99,2
579,345,"HKG","YYZ","6:00","Tuesday","11:00","Tuesday",199.99,2
580,348,"HKG","YYZ","8:00","Tuesday","14:00","Tuesday",159.99,2
581,351,"HKG","YYZ","9:00","Tuesday","16:00","Tuesday",125,2
582,354,"HKG","YYZ","10:00","Tuesday","18:00","Tuesday",233.99,2
583,357,"HKG","ITO","4:00","Tuesday","8:00","Tuesday",599.95,2
584,360,"HKG","ITO","6:00","Tuesday","11:00","Tuesday",79.95,2
585,363,"HKG","ITO","8:00","Tuesday","14:00","Tuesday",299.99,2
586,366,"HKG","ITO","9:00","Tuesday","16:00","Tuesday",199.99,2
587,369,"HKG","ITO","10:00","Tuesday","18:00","Tuesday",79.95,2
588,372,"HKG","HNL","4:00","Tuesday","8:00","Tuesday",299.99,4
589,375,"HKG","HNL","6:00","Tuesday","11:00","Tuesday",59,4
590,378,"HKG","HNL","8:00","Tuesday","14:00","Tuesday",59,4
591,381,"HKG","HNL","9:00","Tuesday","16:00","Tuesday",159.99,4
592,384,"HKG","HNL","10:00","Tuesday","18:00","Tuesday",209.89,4
593,387,"HKG","HNL","12:00","Tuesday","20:00","Tuesday",125,4
594,390,"HKG","CUR","4:00","Tuesday","8:00","Tuesday",159.99,3
595,393,"HKG","CUR","6:00","Tuesday","11:00","Tuesday",99.95,3
596,396,"NRT","HNL","4:00","Tuesday","8:00","Tuesday",99.95,2
597,399,"NRT","HNL","6:00","Tuesday","11:00","Tuesday",199.99,2
598,402,"NRT","HNL","8:00","Tuesday","14:00","Tuesday",99.95,2
599,405,"NRT","HKG","4:00","Tuesday","8:00","Tuesday",199.99,2
600,408,"NRT","HKG","6:00","Tuesday","11:00","Tuesday",199.99,2
601,411,"NRT","HKG","8:00","Tuesday","14:00","Tuesday",199.99,2
602,414,"NRT","HKG","9:00","Tuesday","16:00","Tuesday",199.99,2
603,417,"NRT","CDG","4:00","Tuesday","8:00","Tuesday",233.99,4
604,420,"NRT","CDG","6:00","Tuesday","11:00","Tuesday",199.99,4
605,423,"NRT","LHR","4:00","Tuesday","8:00","Tuesday",199.99,3
606,426,"NRT","LHR","6:00","Tuesday","11:00","Tuesday",125,3
607,429,"NRT","LHR","8:00","Tuesday","14:00","Tuesday",79.95,3
608,432,"NRT","LHR","9:00","Tuesday","16:00","Tuesday",59,3
609,435,"NRT","LHR","10:00","Tuesday","18:00","Tuesday",599.95,3
610,438,"NRT","LHR","12:00","Tuesday","20:00","Tuesday",59,3
611,441,"NRT","LHR","14:00","Tuesday","0:00","Wednesday",599.95,3
612,444,"NRT","LHR","15:00","Tuesday","3:00","Wednesday",209.89,3
613,447,"NRT","ARN","4:00","Tuesday","8:00","Tuesday",99.95,3
614,450,"NRT","ARN","6:00","Tuesday","11:00","Tuesday",79.95,3
615,453,"NRT","ARN","8:00","Tuesday","14:00","Tuesday",59,3
616,456,"NRT","ARN","9:00","Tuesday","16:00","Tuesday",99.95,3
617,459,"NRT","GCM","4:00","Tuesday","8:00","Tuesday",79.95,2
618,462,"NRT","GCM","6:00","Tuesday","11:00","Tuesday",59,2
619,465,"NRT","YYZ","4:00","Tuesday","8:00","Tuesday",125,3
620,468,"NRT","YYZ","6:00","Tuesday","11:00","Tuesday",199.99,3
621,471,"NRT","YYZ","8:00","Tuesday","14:00","Tuesday",159.99,3
622,474,"NRT","YYZ","9:00","Tuesday","16:00","Tuesday",59,3
623,477,"NRT","YYZ","10:00","Tuesday","18:00","Tuesday",599.95,3
624,480,"NRT","ITO","4:00","Tuesday","8:00","Tuesday",233.99,2
625,483,"NRT","ITO","6:00","Tuesday","11:00","Tuesday",79.95,2
626,486,"NRT","ITO","8:00","Tuesday","14:00","Tuesday",125,2
627,489,"NRT","ITO","9:00","Tuesday","16:00","Tuesday",599.95,2
628,492,"NRT","ITO","10:00","Tuesday","18:00","Tuesday",125,2
629,495,"NRT","ITO","12:00","Tuesday","20:00","Tuesday",79.95,2
630,498,"NRT","ITO","14:00","Tuesday","0:00","Wednesday",299.99,2
631,501,"NRT","ITO","15:00","Tuesday","3:00","Wednesday",233.99,2
632,504,"NRT","ITO","17:00","Tuesday","7:00","Wednesday",99.95,2
633,507,"NRT","HNL","4:00","Tuesday","8:00","Tuesday",99.95,1
634,510,"NRT","HNL","6:00","Tuesday","11:00","Tuesday",299.99,1
635,513,"NRT","HNL","8:00","Tuesday","14:00","Tuesday",79.95,1
636,516,"NRT","HNL","9:00","Tuesday","16:00","Tuesday",199.99,1
637,519,"NRT","HNL","10:00","Tuesday","18:00","Tuesday",199.99,1
638,522,"NRT","HNL","12:00","Tuesday","20:00","Tuesday",159.99,1
639,525,"NRT","HNL","14:00","Tuesday","0:00","Wednesday",209.89,1
640,528,"NRT","HNL","15:00","Tuesday","3:00","Wednesday",209.89,1
641,531,"NRT","HNL","17:00","Tuesday","7:00","Wednesday",209.89,1
642,534,"NRT","CUR","4:00","Tuesday","8:00","Tuesday",79.95,2
643,537,"NRT","CUR","6:00","Tuesday","11:00","Tuesday",299.99,2
644,540,"NRT","CUR","8:00","Tuesday","14:00","Tuesday",59,2
645,543,"NRT","CUR","9:00","Tuesday","16:00","Tuesday",299.99,2
646,546,"NRT","CUR","10:00","Tuesday","18:00","Tuesday",199.99,2
647,549,"CDG","HNL","4:00","Tuesday","8:00","Tuesday",233.99,2
648,552,"CDG","HNL","6:00","Tuesday","11:00","Tuesday",299.99,2
649,555,"CDG","HNL","8:00","Tuesday","14:00","Tuesday",125,2
650,558,"CDG","HNL","9:00","Tuesday","16:00","Tuesday",99.95,2
651,561,"CDG","HNL","10:00","Tuesday","18:00","Tuesday",79.95,2
652,564,"CDG","HNL","12:00","Tuesday","20:00","Tuesday",599.95,2
653,567,"CDG","HKG","4:00","Tuesday","8:00","Tuesday",599.95,3
654,570,"CDG","HKG","6:00","Tuesday","11:00","Tuesday",125,3
655,573,"CDG","HKG","8:00","Tuesday","14:00","Tuesday",159.99,3
656,576,"CDG","HKG","9:00","Tuesday","16:00","Tuesday",99.95,3
657,579,"CDG","HKG","10:00","Tuesday","18:00","Tuesday",233.99,3
658,582,"CDG","NRT","4:00","Tuesday","8:00","Tuesday",199.99,1
659,585,"CDG","NRT","6:00","Tuesday","11:00","Tuesday",125,1
660,588,"CDG","NRT","8:00","Tuesday","14:00","Tuesday",233.99,1
661,591,"CDG","NRT","9:00","Tuesday","16:00","Tuesday",233.99,1
662,594,"CDG","NRT","10:00","Tuesday","18:00","Tuesday",209.89,1
663,597,"CDG","NRT","12:00","Tuesday","20:00","Tuesday",159.99,1
664,600,"CDG","NRT","14:00","Tuesday","0:00","Wednesday",199.99,1
665,603,"CDG","NRT","15:00","Tuesday","3:00","Wednesday",125,1
666,606,"CDG","LHR","4:00","Tuesday","8:00","Tuesday",99.95,2
667,609,"CDG","LHR","6:00","Tuesday","11:00","Tuesday",159.99,2
668,612,"CDG","LHR","8:00","Tuesday","14:00","Tuesday",59,2
669,615,"CDG","LHR","9:00","Tuesday","16:00","Tuesday",125,2
670,618,"CDG","LHR","10:00","Tuesday","18:00","Tuesday",99.95,2
671,621,"CDG","LHR","12:00","Tuesday","20:00","Tuesday",299.99,2
672,624,"CDG","LHR","14:00","Tuesday","0:00","Wednesday",599.95,2
673,627,"CDG","LHR","15:00","Tuesday","3:00","Wednesday",79.95,2
674,630,"CDG","ARN","4:00","Tuesday","8:00","Tuesday",79.95,1
675,633,"CDG","ARN","6:00","Tuesday","11:00","Tuesday",159.99,1
676,636,"CDG","ARN","8:00","Tuesday","14:00","Tuesday",125,1
677,639,"CDG","ARN","9:00","Tuesday","16:00","Tuesday",233.99,1
678,642,"CDG","GCM","4:00","Tuesday","8:00","Tuesday",99.95,2
679,645,"CDG","GCM","6:00","Tuesday","11:00","Tuesday",599.95,2
680,648,"CDG","GCM","8:00","Tuesday","14:00","Tuesday",99.95,2
681,651,"CDG","GCM","9:00","Tuesday","16:00","Tuesday",125,2
682,654,"CDG","GCM","10:00","Tuesday","18:00","Tuesday",159.99,2
683,657,"CDG","GCM","12:00","Tuesday","20:00","Tuesday",599.95,2
684,660,"CDG","GCM","14:00","Tuesday","0:00","Wednesday",59,2
685,663,"CDG","YYZ","4:00","Tuesday","8:00","Tuesday",299.99,1
686,666,"CDG","YYZ","6:00","Tuesday","11:00","Tuesday",125,1
687,669,"CDG","YYZ","8:00","Tuesday","14:00","Tuesday",299.99,1
688,672,"CDG","YYZ","9:00","Tuesday","16:00","Tuesday",199.99,1
689,675,"CDG","YYZ","10:00","Tuesday","18:00","Tuesday",199.99,1
690,678,"CDG","ITO","4:00","Tuesday","8:00","Tuesday",59,1
691,681,"CDG","ITO","6:00","Tuesday","11:00","Tuesday",599.95,1
692,684,"CDG","ITO","8:00","Tuesday","14:00","Tuesday",199.99,1
693,687,"CDG","ITO","9:00","Tuesday","16:00","Tuesday",209.89,1
694,690,"CDG","ITO","10:00","Tuesday","18:00","Tuesday",233.99,1
695,693,"CDG","ITO","12:00","Tuesday","20:00","Tuesday",299.99,1
696,696,"CDG","ITO","14:00","Tuesday","0:00","Wednesday",233.99,1
697,699,"CDG","ITO","15:00","Tuesday","3:00","Wednesday",299.99,1
698,702,"CDG","HNL","4:00","Tuesday","8:00","Tuesday",99.95,1
699,705,"CDG","HNL","6:00","Tuesday","11:00","Tuesday",199.99,1
700,708,"CDG","HNL","8:00","Tuesday","14:00","Tuesday",79.95,1
701,711,"CDG","HNL","9:00","Tuesday","16:00","Tuesday",79.95,1
702,714,"CDG","HNL","10:00","Tuesday","18:00","Tuesday",299.99,1
703,717,"LHR","HNL","4:00","Tuesday","8:00","Tuesday",125,2
704,720,"LHR","HNL","6:00","Tuesday","11:00","Tuesday",209.89,2
705,723,"LHR","HNL","8:00","Tuesday","14:00","Tuesday",159.99,2
706,726,"LHR","HNL","9:00","Tuesday","16:00","Tuesday",99.95,2
707,729,"LHR","HNL","10:00","Tuesday","18:00","Tuesday",59,2
708,732,"LHR","HNL","12:00","Tuesday","20:00","Tuesday",159.99,2
709,735,"LHR","HNL","14:00","Tuesday","0:00","Wednesday",599.95,2
710,738,"LHR","HNL","15:00","Tuesday","3:00","Wednesday",199.99,2
711,741,"LHR","HKG","4:00","Tuesday","8:00","Tuesday",59,2
712,744,"LHR","HKG","6:00","Tuesday","11:00","Tuesday",299.99,2
713,747,"LHR","HKG","8:00","Tuesday","14:00","Tuesday",159.99,2
714,750,"LHR","HKG","9:00","Tuesday","16:00","Tuesday",299.99,2
715,753,"LHR","HKG","10:00","Tuesday","18:00","Tuesday",599.95,2
